strategy,trade_id,entry_signal_timestamp,entry_fill_timestamp,exit_signal_timestamp,exit_fill_timestamp,entry_reference_price,entry_execution_price,exit_reference_price,exit_execution_price,quantity,entry_fee_rate,entry_fee_amount,exit_fee_rate,exit_fee_amount,total_fees,entry_slippage_bps,entry_slippage_usdt,exit_slippage_bps,exit_slippage_usdt,total_analytical_slippage,gross_pnl_reference,gross_pnl_exec,net_pnl_runtime,net_pnl_corrected,reconciliation_error,exit_reason,initial_stop,initial_target,atr_at_entry,holding_duration,MFE,MAE,entry_order_type,entry_liquidity_role,entry_execution_assumption,exit_order_type,exit_liquidity_role,exit_execution_assumption
baseline,11,1695008700000,1695008700000,1695033900000,1695033900000,1630.33,1630.656066,1648.4,1648.07032,0.01226745505511154,0.001,0.02011081428913165,0.001,0.02011081428913165,0.04022162857826329,2,0.004,2,0.004044334582569174,0.008044334582568036,0.2216729128458676,0.2136285782632995,0.1734069496850362,0.1734069496850362,0,take_profit,1621.808122507384,1647.373754985232,4.260938746307951,28,NOT_AVAILABLE,NOT_AVAILABLE,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT
baseline,12,1695114000000,1695114000000,1695121200000,1695121200000,1645.32,1645.649064,1642.11,1641.781578,0.01215569007852576,0.001,0.01998049401940048,0.001,0.01998049401940048,0.03996098803880097,2,0.004,2,0.003992196046969587,0.007992196046970351,-0.03901976515206813,-0.04701196119903848,-0.08697294923783944,-0.08697294923783944,0,stop_loss,1640.128098825322,1655.703802349356,2.595950587339078,8,NOT_AVAILABLE,NOT_AVAILABLE,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT
baseline,13,1695174300000,1695174300000,1695176100000,1695176100000,1648.26,1648.589652,1642.51,1642.181498,0.01213400798417725,0.001,0.01996512170410008,0.001,0.01996512170410008,0.03993024340820016,2,0.004,2,0.003986045890818196,0.007986045890817806,-0.06977054590901921,-0.07775659179983702,-0.1176868352080372,-0.1176868352080372,0,stop_loss,1642.685476438175,1659.40904712365,2.787261780912497,2,NOT_AVAILABLE,NOT_AVAILABLE,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT
baseline,14,1695356100000,1695356100000,1695379500000,1695379500000,1593.96,1594.278792,1593.59,1593.271282,0.01254736630781199,0.001,0.01999767920148561,0.001,0.01999767920148561,0.03999535840297122,2,0.004,2,0.003999071494893222,0.007999071494893475,-0.00464252553389192,-0.0126415970287854,-0.05263695543175662,-0.05263695543175662,0,stop_loss,1587.828297931583,1606.223404136834,3.065851034208515,26,NOT_AVAILABLE,NOT_AVAILABLE,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT
baseline,15,1695427200000,1695427200000,1695438000000,1695438000000,1596.6,1596.91932,1591.77,1591.451646,0.01252661906551422,0.001,0.01996975426531379,0.001,0.01996975426531379,0.03993950853062758,2,0.004,2,0.003987899285982714,0.007987899285983473,-0.06050357008643276,-0.06849146937241624,-0.1084309779030438,-0.1084309779030438,0,stop_loss,1591.963463486392,1605.873073027215,2.318268256803758,12,NOT_AVAILABLE,NOT_AVAILABLE,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT
baseline,16,1695455100000,1695455100000,1695458700000,1695458700000,1594.4,1594.71888,1593.17,1592.851366,0.01254390366281987,0.001,0.01999228704214752,0.001,0.01999228704214752,0.03998457408429504,2,0.004,2,0.003996914199698946,0.007996914199699072,-0.01542900150526867,-0.02342591570496774,-0.06341048978926278,-0.06341048978926278,0,llm_sell,1591.88731114449,1599.42537771102,1.256344427754974,4,NOT_AVAILABLE,NOT_AVAILABLE,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT
baseline,17,1695496500000,1695496500000,1695509100000,1695509100000,1594.59,1594.908918,1590.81,1590.491838,0.01254240902050057,0.001,0.01997629958798186,0.001,0.01997629958798186,0.03995259917596372,2,0.004,2,0.003990517938780502,0.007990517938780112,-0.04741030609749181,-0.05540082403627192,-0.09535342321223564,-0.09535342321223564,0,stop_loss,1591.65753535334,1600.45492929332,1.466232323329983,14,NOT_AVAILABLE,NOT_AVAILABLE,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT
baseline,18,1695512700000,1695512700000,1695517200000,1695517200000,1593.8,1594.11876,1591.2,1590.88176,0.01254862592546116,0.001,0.01998369004893964,0.001,0.01998369004893964,0.03996738009787928,2,0.003999999999999999,2,0.00399347471451876,0.007993474714518049,-0.03262642740619788,-0.04061990212071593,-0.08058728221859521,-0.08058728221859521,0,stop_loss,1591.439883226599,1598.520233546803,1.180058386700654,5,NOT_AVAILABLE,NOT_AVAILABLE,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT
baseline,19,1695519900000,1695519900000,1695529800000,1695529800000,1594,1594.3188,1591.41,1591.091718,0.01254705144291092,0.001,0.01998375481806776,0.001,0.01998375481806776,0.03996750963613551,2,0.004,2,0.003993500627352572,0.007993500627352122,-0.03249686323713825,-0.04049036386449037,-0.08045787350062589,-0.08045787350062589,0,stop_loss,1591.71735772409,1598.56528455182,1.141321137954982,11,NOT_AVAILABLE,NOT_AVAILABLE,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT
baseline,20,1695546000000,1695546000000,1695550500000,1695550500000,1595.41,1595.729082,1593.72,1593.401256,0.01253596254254392,0.001,0.01998940923022922,0.001,0.01998940923022922,0.03997881846045844,2,0.004,2,0.00399576284466062,0.007995762844659422,-0.02118577669689991,-0.02918153954155933,-0.06916035800201778,-0.06916035800201778,0,stop_loss,1593.731981414095,1598.76603717181,0.8390092929523277,5,NOT_AVAILABLE,NOT_AVAILABLE,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT
baseline,21,1695578400000,1695578400000,1695579300000,1695579300000,1597.06,1597.379412,1588.01,1587.692398,0.01252301103277272,0.001,0.01994334470840169,0.001,0.01994334470840169,0.03988668941680339,2,0.004,2,0.003977333350030682,0.007977333350029536,-0.1133332498465926,-0.1213105831966221,-0.1611972726134255,-0.1611972726134255,0,stop_loss,1593.335683687965,1604.50863262407,1.862158156017477,1,NOT_AVAILABLE,NOT_AVAILABLE,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT
baseline,22,1695657600000,1695657600000,1695675600000,1695675600000,1594.94,1595.258988,1585.25,1584.93295,0.01253965666420053,0.001,0.01993925751438926,0.001,0.01993925751438926,0.03987851502877851,2,0.004,2,0.003975698145384779,0.007975698145383167,-0.1215092730761039,-0.129484971221487,-0.1693634862502655,-0.1693634862502655,0,stop_loss,1586.161922046693,1612.496155906613,4.389038976653295,20,NOT_AVAILABLE,NOT_AVAILABLE,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT
baseline,23,1695764700000,1695764700000,1695807000000,1695807000000,1588.93,1589.247786,1604.34,1604.019132,0.01258708690754155,0.001,0.02009696410792168,0.001,0.02009696410792168,0.04019392821584337,2,0.004,2,0.004038793401849042,0.008038793401850153,0.1939670092452135,0.1859282158433634,0.14573428762752,0.14573428762752,0,take_profit,1583.583924483772,1599.622151032456,2.673037758113979,47,NOT_AVAILABLE,NOT_AVAILABLE,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT
baseline,24,1695863700000,1695863700000,1695896100000,1695896100000,1606.09,1606.411218,1621.4,1621.07572,0.012452602282562,0.001,0.02009530560553892,0.001,0.02009530560553892,0.04019061121107784,2,0.004,2,0.004038129868189205,0.008038129868190302,0.1906493409460263,0.182611211077836,0.1424205998667582,0.1424205998667582,0,take_profit,1598.67012824184,1620.929743516319,3.709935879079841,36,NOT_AVAILABLE,NOT_AVAILABLE,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT
baseline,25,1696019400000,1696019400000,1696082400000,1696082400000,1666.64,1666.973328,1684.8,1684.46304,0.01200019200307205,0.001,0.02010893995103922,0.001,0.02010893995103922,0.04021787990207843,2,0.004,2,0.004043584697355157,0.008043584697352751,0.2179234867757866,0.2098799020784339,0.1696620221763555,0.1696620221763555,0,take_profit,1658.500248828474,1682.919502343051,4.069875585762868,70,NOT_AVAILABLE,NOT_AVAILABLE,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT
baseline,26,1696139100000,1696139100000,1696154400000,1696154400000,1679.23,1679.565846,1690.22,1689.881956,0.01191022075594171,0.001,0.02006543357372129,0.001,0.02006543357372129,0.04013086714744257,2,0.004,2,0.00402617866522156,0.008026178665219208,0.1308933261077995,0.1228671474425803,0.08273628029513774,0.08273628029513774,0,take_profit,1675.668794037194,1686.352411925613,1.780602981403135,17,NOT_AVAILABLE,NOT_AVAILABLE,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT
baseline,27,1696198500000,1696198500000,1696199400000,1696199400000,1725.42,1725.765084,1731.34,1730.993732,0.01159138064934914,0.001,0.02003430362462473,0.001,0.02003430362462473,0.04006860724924946,2,0.004,2,0.004013724194688829,0.008013724194689424,0.06862097344414514,0.06060724924945571,0.02053864200020625,0.02053864200020625,0,llm_sell,1708.822402330907,1758.615195338187,8.298798834546742,1,NOT_AVAILABLE,NOT_AVAILABLE,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT
baseline,28,1696421700000,1696421700000,1696425300000,1696425300000,1648.61,1648.939722,1641.6,1641.27168,0.01213143193356828,0.001,0.01995748783520663,0.001,0.01995748783520663,0.03991497567041326,2,0.004,2,0.003982991732429137,0.007982991732429418,-0.08504133785431353,-0.09302432958674295,-0.1329393052571562,-0.1329393052571562,0,stop_loss,1643.455344826649,1658.919310346702,2.577327586675423,4,NOT_AVAILABLE,NOT_AVAILABLE,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT
baseline,29,1696450500000,1696450500000,1696484700000,1696484700000,1646.67,1646.999334,1640.45,1640.12191,0.01214572440136761,0.001,0.01996223435175232,0.001,0.01996223435175232,0.03992446870350465,2,0.004,2,0.003984890718844699,0.007984890718844589,-0.07554640577650686,-0.08353129649535145,-0.1234557651988561,-0.1234557651988561,0,stop_loss,1636.668407588917,1666.673184822167,5.000796205541744,38,NOT_AVAILABLE,NOT_AVAILABLE,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT
baseline,30,1696576500000,1696576500000,1696580100000,1696580100000,1626.5,1626.8253,1637.26,1636.932548,0.0122963418383031,0.001,0.02006614108822625,0.001,0.02006614108822625,0.0401322821764525,2,0.004,2,0.004026461727636028,0.008026461727635589,0.1323086381801413,0.1242821764525057,0.08414989427605321,0.08414989427605321,0,take_profit,1621.804013746741,1635.891972506517,2.347993126629246,4,NOT_AVAILABLE,NOT_AVAILABLE,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT
baseline,31,1696731300000,1696731300000,1696734900000,1696734900000,1639.72,1640.047944,1636.27,1635.942746,0.01219720440075135,0.001,0.01997896403044422,0.001,0.01997896403044422,0.03995792806088844,2,0.004,2,0.003991583928963482,0.007991583928962598,-0.0420803551825927,-0.0500719391115553,-0.09002986717244374,-0.09002986717244374,0,stop_loss,1636.44269872413,1646.27460255174,1.638650637934989,4,NOT_AVAILABLE,NOT_AVAILABLE,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT
baseline,32,1696781700000,1696781700000,1696802400000,1696802400000,1630.03,1630.356006,1628.21,1627.884358,0.01226971282737128,0.001,0.01998883679441483,0.001,0.01998883679441483,0.03997767358882966,2,0.004,2,0.003995533824530837,0.007995533824531116,-0.02233087734581494,-0.03032641117034606,-0.07030408475917571,-0.07030408475917571,0,stop_loss,1622.898321072022,1644.293357855956,3.565839463989076,23,NOT_AVAILABLE,NOT_AVAILABLE,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT
baseline,33,1696822200000,1696822200000,1696830300000,1696830300000,1634.57,1634.896914,1628.64,1628.314272,0.01223563383642181,0.001,0.01996372860140588,0.001,0.01996372860140588,0.03992745720281175,2,0.004,2,0.003985488538270004,0.007985488538270177,-0.07255730864997934,-0.08054279718824951,-0.1204702543910613,-0.1204702543910613,0,stop_loss,1629.403300638755,1644.903398722489,2.583349680622257,9,NOT_AVAILABLE,NOT_AVAILABLE,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT
baseline,34,1696919400000,1696919400000,1696933800000,1696933800000,1588.55,1588.86771,1586.43,1586.112714,0.01259009788801108,0.001,0.01998665716533946,0.001,0.01998665716533946,0.03997331433067892,2,0.004,2,0.003994661798495483,0.007994661798495496,-0.02669100752258212,-0.03468566932107761,-0.07465898365175654,-0.07465898365175654,0,stop_loss,1584.011409392853,1597.627181214293,2.269295303573405,16,NOT_AVAILABLE,NOT_AVAILABLE,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT
baseline,35,1697018400000,1697018400000,1697037300000,1697037300000,1573.49,1573.804698,1558.49,1558.178302,0.01271059873275331,0.001,0.01990468957540245,0.001,0.01990468957540245,0.0398093791508049,2,0.004,2,0.00396186820380174,0.007961868203800293,-0.1906589809912996,-0.1986208491950999,-0.2384302283459048,-0.2384302283459048,0,stop_loss,1565.275952413251,1589.918095173499,4.107023793374688,21,NOT_AVAILABLE,NOT_AVAILABLE,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT
baseline,36,1697064300000,1697064300000,1697072400000,1697072400000,1565.43,1565.743086,1558.88,1558.568224,0.01277604236535648,0.001,0.0199581668295612,0.001,0.0199581668295612,0.03991633365912241,2,0.004,2,0.003983263384501383,0.007983263384500033,-0.08368307749308437,-0.09166634087758441,-0.1315826745367068,-0.1315826745367068,0,llm_sell,1558.116971832621,1580.056056334757,3.656514083689334,9,NOT_AVAILABLE,NOT_AVAILABLE,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT
baseline,37,1697092200000,1697092200000,1697095800000,1697095800000,1565.58,1565.893116,1561.45,1561.13771,0.01277481827820999,0.001,0.01997362527625545,0.001,0.01997362527625545,0.03994725055251089,2,0.004,2,0.003989448000102199,0.007989448000103629,-0.05275999948900576,-0.06074944748910939,-0.1006966980416203,-0.1006966980416203,0,llm_sell,1560.441471094019,1575.857057811961,2.569264452990295,4,NOT_AVAILABLE,NOT_AVAILABLE,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT
baseline,38,1697163300000,1697163300000,1697168700000,1697168700000,1542.81,1543.118562,1539.14,1538.832172,0.01296335906560108,0.001,0.0199762169936674,0.001,0.0199762169936674,0.0399524339873348,2,0.004,2,0.00399048489444585,0.007990484894444691,-0.04757552777075395,-0.05556601266519864,-0.09551844665253345,-0.09551844665253345,0,llm_sell,1537.014816381032,1554.400367237935,2.897591809483715,6,NOT_AVAILABLE,NOT_AVAILABLE,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT
baseline,39,1697173200000,1697173200000,1697177700000,1697177700000,1543.5,1543.8087,1539.67,1539.362066,0.01295756397797214,0.001,0.01997519122772919,0.001,0.01997519122772919,0.03995038245545838,2,0.004,2,0.003990074505992873,0.007990074505992567,-0.04962747003563236,-0.05761754454162493,-0.0975679269970833,-0.0975679269970833,0,llm_sell,1538.854992007882,1552.790015984235,2.322503996058759,5,NOT_AVAILABLE,NOT_AVAILABLE,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT
baseline,40,1697178600000,1697178600000,1697179500000,1697179500000,1541.38,1541.688276,1540.07,1539.761986,0.01297538569333973,0.001,0.01999150282214639,0.001,0.01999150282214639,0.03998300564429277,2,0.004,2,0.003996600448948344,0.007996600448947507,-0.01699775525827729,-0.0249943557072248,-0.06497736135151758,-0.06497736135151758,0,llm_sell,1537.044405049471,1550.051189901058,2.167797475264377,1,NOT_AVAILABLE,NOT_AVAILABLE,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT
baseline,41,1697180400000,1697180400000,1697208300000,1697208300000,1545.32,1545.629064,1541.83,1541.521634,0.01294230321227966,0.001,0.0199774201977584,0.001,0.0199774201977584,0.03995484039551679,2,0.004,2,0.003990966272357828,0.007990966272357999,-0.04516863821085612,-0.05315960448321412,-0.09311444487873091,-0.09311444487873091,0,stop_loss,1540.519818639595,1554.92036272081,2.400090680202442,31,NOT_AVAILABLE,NOT_AVAILABLE,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT
baseline,42,1697214600000,1697214600000,1697221800000,1697221800000,1548.56,1548.869712,1543.16,1542.851368,0.01291522446660123,0.001,0.01996513586816139,0.001,0.01996513586816139,0.03993027173632278,2,0.004,2,0.003986051557576071,0.007986051557575799,-0.06974221211964488,-0.07772826367722067,-0.1176585354135435,-0.1176585354135435,0,llm_sell,1542.057297187807,1561.565405624386,3.251351406096577,8,NOT_AVAILABLE,NOT_AVAILABLE,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT
baseline,43,1697229900000,1697229900000,1697236200000,1697236200000,1559.54,1559.851908,1551.22,1550.909756,0.01282429434320377,0.001,0.01994666160534517,0.001,0.01994666160534517,0.03989332321069033,2,0.004,2,0.003978660374212909,0.007978660374211813,-0.1066981289354545,-0.1146767893096663,-0.1545701125203567,-0.1545701125203567,0,stop_loss,1551.695498793162,1575.229002413675,3.922250603418795,7,NOT_AVAILABLE,NOT_AVAILABLE,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT
baseline,44,1697292900000,1697292900000,1697299200000,1697299200000,1550.56,1550.870112,1557.12,1556.808576,0.01289856567949644,0.001,0.02004229883396966,0.001,0.02004229883396966,0.04008459766793933,2,0.004,2,0.004016922918171499,0.008016922918169939,0.08461459085749595,0.07659766793932601,0.03651307027138669,0.03651307027138669,0,take_profit,1547.374138010417,1556.931723979166,1.592930994791559,7,NOT_AVAILABLE,NOT_AVAILABLE,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT
baseline,45,1697355900000,1697355900000,1697371200000,1697371200000,1554.96,1555.270992,1554.69,1554.379062,0.01286206719143901,0.001,0.01999826396820497,0.001,0.01999826396820497,0.03999652793640994,2,0.004,2,0.003999305448371663,0.007999305448371925,-0.003472758141688298,-0.01147206359006022,-0.05146859152647016,-0.05146859152647016,0,trailing_stop,1552.810904187822,1559.258191624356,1.074547906088951,17,NOT_AVAILABLE,NOT_AVAILABLE,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT,NOT_MODELED,NOT_MODELED,MARKET_TAKER_EQUIVALENT
